COD_DANE_A,MPIO_CDPMP,CLAS_CCDGO,TVIVIENDA,TP16_HOG,TP19_EE_1,TP19_EE_E1,TP19_EE_E2,TP19_EE_E3,TP19_EE_E4,TP19_EE_E5,TP19_EE_E6,TP27_PERSO,area_ha,medidores,med_residencial,med_comercial,med_industrial,med_dentro,med_cercano,med_ambiguo,med_dir,consumo_prom,consumo_mediana,estrato_moda,med_estrato1,med_estrato2,med_estrato3,med_estrato4,med_estrato5,med_estrato6,med_x_vivienda,med_x_ha
0507910000000000010102,05079,1,112.0,106.0,106.0,1.0,102.0,2.0,1.0,0.0,0.0,338.0,0.4025840060172409,86.0,86.0,0.0,0.0,64.0,22.0,0.0,0.0,135.8,129.5,2.0,0.0,86.0,0.0,0.0,0.0,0.0,0.77,213.6
0507910000000000010103,05079,1,109.0,105.0,105.0,0.0,104.0,0.0,0.0,0.0,0.0,289.0,0.5970978142807766,147.0,139.0,3.0,0.0,103.0,44.0,0.0,0.0,150.4,133.5,2.0,0.0,139.0,0.0,0.0,0.0,0.0,1.35,246.2
0507910000000000010104,05079,1,269.0,261.0,261.0,0.0,208.0,50.0,2.0,1.0,0.0,810.0,0.7912749417367217,231.0,217.0,14.0,0.0,177.0,54.0,2.0,2.0,140.0,125.1,2.0,0.0,145.0,72.0,0.0,0.0,0.0,0.86,291.9
0507910000000000010107,05079,1,28.0,25.0,25.0,0.0,7.0,17.0,1.0,0.0,0.0,83.0,0.23184732984963793,61.0,43.0,16.0,1.0,56.0,5.0,0.0,0.0,155.7,144.4,3.0,0.0,0.0,43.0,0.0,0.0,0.0,2.18,263.1
0507910000000000010108,05079,1,48.0,48.0,48.0,1.0,34.0,12.0,1.0,0.0,0.0,141.0,0.2359819525350099,50.0,38.0,10.0,2.0,50.0,0.0,0.0,0.0,227.5,181.8,3.0,0.0,3.0,35.0,0.0,0.0,0.0,1.04,211.9
0507910000000000010109,05079,1,65.0,64.0,64.0,11.0,38.0,12.0,0.0,0.0,0.0,130.0,0.18829589322996682,55.0,48.0,7.0,0.0,49.0,6.0,0.0,0.0,134.8,118.5,3.0,0.0,14.0,34.0,0.0,0.0,0.0,0.85,292.1
0507910000000000010110,05079,1,28.0,28.0,28.0,0.0,10.0,18.0,0.0,0.0,0.0,77.0,0.19771800653518823,44.0,33.0,11.0,0.0,43.0,1.0,0.0,0.0,181.0,176.4,3.0,0.0,0.0,33.0,0.0,0.0,0.0,1.57,222.5
0507910000000000010111,05079,1,42.0,38.0,38.0,0.0,1.0,37.0,0.0,0.0,0.0,118.0,0.2541375164893989,57.0,43.0,14.0,0.0,57.0,0.0,0.0,0.0,180.7,124.2,3.0,0.0,0.0,43.0,0.0,0.0,0.0,1.36,224.3
0507910000000000010112,05079,1,69.0,65.0,62.0,1.0,17.0,43.0,0.0,0.0,0.0,176.0,0.23246381327265184,60.0,53.0,7.0,0.0,22.0,38.0,0.0,0.0,155.1,133.3,3.0,0.0,11.0,42.0,0.0,0.0,0.0,0.87,258.1
0507910000000000010114,05079,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25410209955457114,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,257.7,257.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.9
0507910000000000010115,05079,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.719889845151766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
0507910000000000010116,05079,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09986693868134741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
0507910000000000010117,05079,1,110.0,108.0,107.0,50.0,54.0,3.0,0.0,0.0,0.0,288.0,0.35203488641089264,86.0,71.0,13.0,2.0,79.0,7.0,0.0,0.0,122.3,112.6,2.0,0.0,71.0,0.0,0.0,0.0,0.0,0.78,244.3
0507910000000000010201,05079,1,21.0,16.0,16.0,10.0,6.0,0.0,0.0,0.0,0.0,50.0,0.1675395768838515,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,97.7,97.7,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1,11.9
0507910000000000010202,05079,1,15.0,15.0,15.0,5.0,10.0,0.0,0.0,0.0,0.0,39.0,0.04352712992684738,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,218.2,218.2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.13,45.9
0507910000000000010203,05079,1,18.0,17.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,44.0,0.02612174163537139,5.0,5.0,0.0,0.0,4.0,1.0,1.0,0.0,125.0,120.5,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.28,191.4
0507910000000000010204,05079,1,19.0,19.0,19.0,15.0,4.0,0.0,0.0,0.0,0.0,66.0,0.087791733702033,31.0,31.0,0.0,0.0,14.0,17.0,2.0,0.0,117.9,121.3,2.0,1.0,30.0,0.0,0.0,0.0,0.0,1.63,353.1
0507910000000000010205,05079,1,28.0,29.0,28.0,0.0,27.0,1.0,0.0,0.0,0.0,82.0,0.08109764556890402,52.0,52.0,0.0,0.0,44.0,8.0,0.0,0.0,102.1,90.0,2.0,0.0,52.0,0.0,0.0,0.0,0.0,1.86,641.2
0507910000000000010206,05079,1,16.0,16.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,49.0,0.06648148142455668,11.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,90.1,89.8,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.69,165.5
0507910000000000010207,05079,1,20.0,18.0,18.0,0.0,17.0,0.0,0.0,0.0,0.0,51.0,0.19159215697565377,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,156.7,156.7,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.15,15.7
0507910000000000010208,05079,1,68.0,67.0,67.0,0.0,54.0,13.0,0.0,0.0,0.0,200.0,0.25677379124606564,67.0,57.0,10.0,0.0,60.0,7.0,0.0,0.0,137.4,119.9,2.0,0.0,43.0,14.0,0.0,0.0,0.0,0.99,260.9
0507910000000000010209,05079,1,15.0,14.0,14.0,0.0,1.0,13.0,0.0,0.0,0.0,38.0,0.2593003101856377,23.0,14.0,9.0,0.0,18.0,5.0,1.0,0.0,182.7,145.2,2.0,0.0,8.0,6.0,0.0,0.0,0.0,1.53,88.7
0507910000000000010210,05079,1,44.0,44.0,44.0,0.0,0.0,44.0,0.0,0.0,0.0,132.0,0.4123751470949168,81.0,48.0,32.0,0.0,81.0,0.0,0.0,0.0,186.4,177.5,3.0,0.0,0.0,48.0,0.0,0.0,0.0,1.84,196.4
0507910000000000010211,05079,1,32.0,32.0,32.0,0.0,16.0,16.0,0.0,0.0,0.0,102.0,0.45102625358434417,100.0,51.0,48.0,0.0,66.0,34.0,0.0,0.0,131.0,134.6,3.0,0.0,3.0,48.0,0.0,0.0,0.0,3.12,221.7
0507910000000000010212,05079,1,99.0,89.0,88.0,0.0,60.0,27.0,0.0,0.0,0.0,245.0,0.46772648771964986,104.0,87.0,17.0,0.0,89.0,15.0,0.0,0.0,123.5,106.4,2.0,0.0,64.0,23.0,0.0,0.0,0.0,1.05,222.4
0507910000000000010213,05079,1,185.0,183.0,181.0,22.0,158.0,1.0,0.0,0.0,0.0,447.0,0.813772387050437,261.0,258.0,3.0,0.0,162.0,99.0,90.0,1.0,111.7,101.1,2.0,0.0,258.0,0.0,0.0,0.0,0.0,1.41,320.7
0507910000000000010216,05079,1,104.0,101.0,100.0,33.0,66.0,0.0,0.0,1.0,0.0,315.0,0.1742851679892986,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,44.0,44.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.02,11.5
0507910000000000010217,05079,1,14.0,13.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,30.0,0.07205547785490482,15.0,14.0,1.0,0.0,15.0,0.0,0.0,0.0,141.7,103.9,2.0,0.0,14.0,0.0,0.0,0.0,0.0,1.07,208.2
0507910000000000010218,05079,1,100.0,93.0,91.0,2.0,89.0,0.0,0.0,0.0,0.0,265.0,0.10778411098894744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0507910000000000010220,05079,1,44.0,43.0,43.0,4.0,39.0,0.0,0.0,0.0,0.0,124.0,0.2133496507194768,175.0,174.0,1.0,0.0,147.0,28.0,0.0,0.0,112.3,100.3,2.0,1.0,173.0,0.0,0.0,0.0,0.0,3.98,820.2
0507910000000000010221,05079,1,95.0,92.0,88.0,42.0,46.0,0.0,0.0,0.0,0.0,284.0,0.3773279466081631,50.0,49.0,1.0,0.0,50.0,0.0,0.0,0.0,118.4,110.2,2.0,0.0,49.0,0.0,0.0,0.0,0.0,0.53,132.5
0507910000000000010222,05079,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7520919800667095,34.0,32.0,0.0,0.0,2.0,32.0,0.0,0.0,95.9,86.6,2.0,0.0,32.0,0.0,0.0,0.0,0.0,,45.2
0507910000000000010223,05079,1,36.0,35.0,34.0,1.0,33.0,0.0,0.0,0.0,0.0,102.0,0.2533352699201425,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,4.2,4.2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.06,7.9
0507910000000000010226,05079,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2715228518771663,171.0,168.0,2.0,1.0,169.0,2.0,1.0,1.0,118.7,110.0,2.0,26.0,142.0,0.0,0.0,0.0,0.0,,629.8
0507910000000000010228,05079,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.050921664053616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0507910000000000010229,05079,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07280148241433575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
0507910000000000010230,05079,1,58.0,43.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,137.0,0.0968950088980403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0507910000000000010232,05079,1,7.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,21.0,0.06362827631701025,34.0,33.0,0.0,0.0,16.0,18.0,0.0,0.0,114.2,115.3,2.0,1.0,32.0,0.0,0.0,0.0,0.0,4.86,534.4
0507910000000000010234,05079,1,4.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,9.0,17.89280551905971,26.0,11.0,14.0,1.0,5.0,21.0,0.0,0.0,142.5,133.5,2.0,2.0,9.0,0.0,0.0,0.0,0.0,6.5,1.5
0507910000000000010235,05079,1,70.0,68.0,68.0,25.0,43.0,0.0,0.0,0.0,0.0,144.0,1.4168141042810811,42.0,42.0,0.0,0.0,37.0,5.0,1.0,0.0,135.9,122.3,2.0,14.0,26.0,2.0,0.0,0.0,0.0,0.6,29.6
0507910000000000010236,05079,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12493137187205304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
0507910000000000010237,05079,1,18.0,18.0,18.0,4.0,14.0,0.0,0.0,0.0,0.0,26.0,0.8239363013637505,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,182.9,158.8,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.28,6.1
0507910000000000010238,05079,1,20.0,17.0,17.0,8.0,9.0,0.0,0.0,0.0,0.0,26.0,0.5645284264463148,9.0,8.0,0.0,0.0,8.0,1.0,0.0,0.0,88.2,93.8,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.45,15.9
0507910000000000010239,05079,1,12.0,11.0,11.0,7.0,4.0,0.0,0.0,0.0,0.0,23.0,1.417549284229644,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,125.9,117.7,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.42,3.5
0507910000000000010240,05079,1,39.0,36.0,36.0,5.0,31.0,0.0,0.0,0.0,0.0,84.0,0.307304150284993,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,169.4,128.5,2.0,2.0,7.0,1.0,0.0,0.0,0.0,0.26,32.5
0507910000000000010241,05079,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28795271632695635,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,104.2,105.5,2.0,0.0,3.0,0.0,0.0,0.0,0.0,,10.4
0507910000000000010242,05079,1,37.0,34.0,32.0,8.0,24.0,0.0,0.0,0.0,0.0,78.0,0.9217791847443956,16.0,16.0,0.0,0.0,13.0,3.0,0.0,0.0,159.0,132.3,2.0,4.0,12.0,0.0,0.0,0.0,0.0,0.43,17.4
0507910000000000010243,05079,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.524145408634433,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,229.6,188.2,2.0,0.0,2.0,1.0,0.0,0.0,0.0,,2.0
0507910000000000010302,05079,1,98.0,97.0,95.0,4.0,60.0,31.0,0.0,0.0,0.0,264.0,0.47218085708629015,115.0,93.0,20.0,2.0,72.0,43.0,4.0,0.0,143.3,120.9,2.0,0.0,49.0,44.0,0.0,0.0,0.0,1.17,243.6
0507910000000000010305,05079,1,130.0,121.0,121.0,4.0,95.0,20.0,0.0,0.0,0.0,311.0,0.4292371580550834,92.0,82.0,10.0,0.0,80.0,12.0,1.0,0.0,122.2,105.2,2.0,0.0,65.0,17.0,0.0,0.0,0.0,0.71,214.3
0507910000000000010306,05079,1,50.0,49.0,48.0,0.0,21.0,27.0,0.0,0.0,0.0,129.0,0.5370450966118361,87.0,61.0,26.0,0.0,33.0,54.0,0.0,0.0,137.2,124.1,3.0,0.0,14.0,47.0,0.0,0.0,0.0,1.74,162.0
0507910000000000010307,05079,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3730899600247646,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,5.4
0507910000000000010308,05079,1,81.0,79.0,78.0,0.0,76.0,1.0,0.0,1.0,0.0,247.0,0.31137312949086565,108.0,97.0,10.0,1.0,54.0,54.0,2.0,0.0,115.8,105.7,2.0,0.0,88.0,9.0,0.0,0.0,0.0,1.33,346.9
0507910000000000010309,05079,1,40.0,39.0,39.0,0.0,39.0,0.0,0.0,0.0,0.0,118.0,0.24202349125892175,47.0,47.0,0.0,0.0,38.0,9.0,2.0,0.0,151.8,130.0,2.0,0.0,47.0,0.0,0.0,0.0,0.0,1.18,194.2
0507910000000000010310,05079,1,63.0,58.0,57.0,29.0,26.0,0.0,0.0,0.0,0.0,194.0,0.4948334450049969,94.0,94.0,0.0,0.0,88.0,6.0,0.0,0.0,123.8,118.8,2.0,0.0,94.0,0.0,0.0,0.0,0.0,1.49,190.0
0507910000000000010311,05079,1,66.0,55.0,54.0,0.0,52.0,2.0,0.0,0.0,0.0,144.0,1.2901325784734368,71.0,63.0,6.0,0.0,21.0,50.0,15.0,0.0,155.6,128.7,2.0,0.0,63.0,0.0,0.0,0.0,0.0,1.08,55.0
0507910000000000010319,05079,1,96.0,90.0,90.0,0.0,90.0,0.0,0.0,0.0,0.0,311.0,3.0230224590093084,108.0,105.0,0.0,1.0,94.0,14.0,6.0,0.0,130.0,121.5,2.0,0.0,105.0,0.0,0.0,0.0,0.0,1.12,35.7
0507910000000000010322,05079,1,96.0,92.0,92.0,0.0,92.0,0.0,0.0,0.0,0.0,296.0,0.6394517886856236,96.0,93.0,2.0,0.0,68.0,28.0,0.0,0.0,133.9,112.0,2.0,0.0,93.0,0.0,0.0,0.0,0.0,1.0,150.1
0507910000000000010323,05079,1,115.0,111.0,111.0,2.0,109.0,0.0,0.0,0.0,0.0,327.0,0.3588681297251459,46.0,46.0,0.0,0.0,14.0,32.0,1.0,1.0,115.4,92.9,2.0,0.0,46.0,0.0,0.0,0.0,0.0,0.4,128.2
0507910000000000010324,05079,1,32.0,30.0,30.0,3.0,27.0,0.0,0.0,0.0,0.0,74.0,0.06063726165145914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0507910000000000010325,05079,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3410039844922843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
0507910000000000010327,05079,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.796955897946705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
0507910000000000010328,05079,1,66.0,60.0,60.0,1.0,23.0,36.0,0.0,0.0,0.0,133.0,0.5460527251622591,175.0,114.0,55.0,1.0,68.0,107.0,0.0,0.0,121.9,104.8,3.0,0.0,24.0,90.0,0.0,0.0,0.0,2.65,320.5
0507910000000000010329,05079,1,12.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,32.0,0.02088408653703579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0507910000000000010330,05079,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8220746873590219,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.2
0507910000000000010331,05079,1,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,0.021019881913248006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0507910000000000010332,05079,1,65.0,67.0,65.0,49.0,16.0,0.0,0.0,0.0,0.0,208.0,0.9598373402910502,51.0,51.0,0.0,0.0,23.0,28.0,2.0,0.0,141.6,127.0,2.0,0.0,51.0,0.0,0.0,0.0,0.0,0.78,53.1
0507910000000000010333,05079,1,8.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,22.0,0.03060897257203925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0507910000000000010334,05079,1,15.0,13.0,13.0,3.0,9.0,0.0,0.0,0.0,0.0,35.0,0.020349988421718847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0507910000000000010402,05079,1,12.0,12.0,12.0,3.0,5.0,2.0,1.0,0.0,0.0,30.0,20.568007599113752,3.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1
0507910000000000010406,05079,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.607094892360962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
0507910000000000010410,05079,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.80756425358648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
0507910000000000010411,05079,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05199303716416129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
0507910000000000010412,05079,1,8.0,8.0,8.0,3.0,2.0,2.0,1.0,0.0,0.0,27.0,0.09961811968086683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0507910000000000010413,05079,1,9.0,8.0,8.0,3.0,3.0,2.0,0.0,0.0,0.0,25.0,1.340851666799168,15.0,10.0,5.0,0.0,9.0,6.0,0.0,0.0,136.1,113.8,2.0,0.0,8.0,2.0,0.0,0.0,0.0,1.67,11.2
0507910000000000010417,05079,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04451147787028267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0507910000000000010418,05079,1,17.0,11.0,11.0,9.0,0.0,2.0,0.0,0.0,0.0,30.0,0.7442105395662709,5.0,5.0,0.0,0.0,3.0,2.0,0.0,0.0,167.7,146.2,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.29,6.7
0507910000000000020101,05079,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3581754762473826,87.0,2.0,83.0,1.0,85.0,2.0,0.0,0.0,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,242.9
0507910000000000020102,05079,1,30.0,26.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,73.0,0.09686474442016214,29.0,27.0,2.0,0.0,21.0,8.0,0.0,0.0,152.1,139.4,2.0,0.0,26.0,1.0,0.0,0.0,0.0,0.97,299.4
0507910000000000020103,05079,1,44.0,43.0,43.0,0.0,43.0,0.0,0.0,0.0,0.0,128.0,0.14381106377261813,48.0,44.0,4.0,0.0,44.0,4.0,0.0,0.0,135.6,122.5,2.0,0.0,44.0,0.0,0.0,0.0,0.0,1.09,333.8
0507910000000000020104,05079,1,29.0,29.0,29.0,0.0,28.0,1.0,0.0,0.0,0.0,92.0,0.12285300247159264,47.0,40.0,7.0,0.0,43.0,4.0,0.0,0.0,141.0,126.6,2.0,0.0,39.0,1.0,0.0,0.0,0.0,1.62,382.6
0507910000000000020105,05079,1,25.0,23.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,71.0,0.08511048155307376,38.0,37.0,1.0,0.0,17.0,21.0,12.0,0.0,134.2,140.0,2.0,0.0,37.0,0.0,0.0,0.0,0.0,1.52,446.5
0507910000000000020106,05079,1,29.0,28.0,27.0,0.0,26.0,1.0,0.0,0.0,0.0,92.0,0.09256064768978406,33.0,33.0,0.0,0.0,30.0,3.0,0.0,0.0,124.8,115.2,2.0,0.0,33.0,0.0,0.0,0.0,0.0,1.14,356.5
0507910000000000020107,05079,1,103.0,99.0,99.0,2.0,94.0,3.0,0.0,0.0,0.0,281.0,0.5568067369796366,132.0,120.0,12.0,0.0,107.0,25.0,0.0,0.0,144.6,114.1,2.0,0.0,118.0,2.0,0.0,0.0,0.0,1.28,237.1
0507910000000000020108,05079,1,40.0,38.0,37.0,2.0,18.0,17.0,0.0,0.0,0.0,105.0,0.20803190997097284,56.0,39.0,16.0,1.0,46.0,10.0,0.0,0.0,127.0,114.0,3.0,0.0,2.0,37.0,0.0,0.0,0.0,1.4,269.2
0507910000000000020109,05079,1,64.0,60.0,60.0,0.0,28.0,32.0,0.0,0.0,0.0,174.0,0.3018764872139277,109.0,90.0,19.0,0.0,31.0,78.0,0.0,0.0,136.6,124.1,3.0,0.0,29.0,61.0,0.0,0.0,0.0,1.7,361.1
0507910000000000020110,05079,1,65.0,64.0,64.0,0.0,16.0,47.0,1.0,0.0,0.0,198.0,0.29632801284671156,97.0,71.0,26.0,0.0,44.0,53.0,12.0,0.0,145.8,128.8,3.0,0.0,1.0,70.0,0.0,0.0,0.0,1.49,327.3
0507910000000000020111,05079,1,42.0,41.0,41.0,0.0,40.0,1.0,0.0,0.0,0.0,122.0,0.10843806852069329,35.0,34.0,1.0,0.0,18.0,17.0,0.0,0.0,129.8,109.5,2.0,0.0,34.0,0.0,0.0,0.0,0.0,0.83,322.8
0507910000000000020112,05079,1,49.0,48.0,48.0,1.0,47.0,0.0,0.0,0.0,0.0,137.0,0.13830971396917163,43.0,43.0,0.0,0.0,23.0,20.0,0.0,0.0,131.7,107.5,2.0,0.0,43.0,0.0,0.0,0.0,0.0,0.88,310.9
0507910000000000020113,05079,1,33.0,33.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,102.0,0.07461421483497933,23.0,23.0,0.0,0.0,11.0,12.0,0.0,0.0,125.2,118.6,2.0,0.0,23.0,0.0,0.0,0.0,0.0,0.7,308.3
0507910000000000020114,05079,1,22.0,22.0,22.0,1.0,19.0,2.0,0.0,0.0,0.0,70.0,0.14226408147538575,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,130.0,114.3,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.23,35.1
0507910000000000020115,05079,1,25.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,85.0,0.07719208996497459,16.0,16.0,0.0,0.0,8.0,8.0,0.0,0.0,155.5,137.3,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.64,207.3
0507910000000000020116,05079,1,22.0,18.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,58.0,0.05437614229706113,17.0,17.0,0.0,0.0,15.0,2.0,0.0,0.0,145.9,130.5,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.77,312.6
0507910000000000020117,05079,1,28.0,22.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,71.0,0.06530308378168938,147.0,144.0,2.0,1.0,137.0,10.0,0.0,0.0,122.7,112.7,2.0,0.0,144.0,0.0,0.0,0.0,0.0,5.25,2251.0
0507910000000000020118,05079,1,50.0,46.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,140.0,0.12218809281867418,49.0,49.0,0.0,0.0,21.0,28.0,1.0,0.0,99.4,95.2,2.0,0.0,49.0,0.0,0.0,0.0,0.0,0.98,401.0
0507910000000000020119,05079,1,39.0,36.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,97.0,0.09745632284962527,36.0,35.0,1.0,0.0,16.0,20.0,0.0,0.0,123.8,108.3,2.0,0.0,35.0,0.0,0.0,0.0,0.0,0.92,369.4
0507910000000000020121,05079,1,13.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,44.0,0.03678110083068078,18.0,18.0,0.0,0.0,14.0,4.0,3.0,0.0,149.7,128.5,2.0,0.0,18.0,0.0,0.0,0.0,0.0,1.38,489.4
0507910000000000020123,05079,1,8.0,8.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,25.0,0.1291151761502153,13.0,9.0,4.0,0.0,2.0,11.0,0.0,0.0,138.1,107.3,2.0,0.0,9.0,0.0,0.0,0.0,0.0,1.62,100.7
0507910000000000020124,05079,1,11.0,11.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,50.0,0.03042922159273845,18.0,18.0,0.0,0.0,13.0,5.0,4.0,4.0,118.8,110.3,2.0,0.0,18.0,0.0,0.0,0.0,0.0,1.64,591.5
0507910000000000020201,05079,1,37.0,35.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,101.0,0.19301907315525282,29.0,29.0,0.0,0.0,29.0,0.0,0.0,0.0,156.7,135.4,2.0,0.0,29.0,0.0,0.0,0.0,0.0,0.78,150.2
