COD_DANE_A,MPIO_CDPMP,CLAS_CCDGO,TVIVIENDA,TP16_HOG,TP19_EE_1,TP19_EE_E1,TP19_EE_E2,TP19_EE_E3,TP19_EE_E4,TP19_EE_E5,TP19_EE_E6,TP27_PERSO,area_ha,medidores,med_residencial,med_comercial,med_industrial,med_dentro,med_cercano,med_ambiguo,med_dir,consumo_prom,consumo_mediana,estrato_moda,med_estrato1,med_estrato2,med_estrato3,med_estrato4,med_estrato5,med_estrato6,med_x_vivienda,med_x_ha
0512910000000000030428,05129,1,23.0,22.0,22.0,2.0,20.0,0.0,0.0,0.0,0.0,75.0,0.3596570862643931,20.0,17.0,1.0,0.0,20.0,0.0,0.0,0.0,160.6,166.8,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.87,55.6
0512910000000000030430,05129,1,53.0,51.0,47.0,34.0,13.0,0.0,0.0,0.0,0.0,179.0,0.3368525471142845,35.0,35.0,0.0,0.0,25.0,10.0,2.0,2.0,156.5,149.2,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.66,103.9
0512910000000000030431,05129,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6021341679786785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
0512910000000000030432,05129,1,30.0,28.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,76.0,0.08285339066281909,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,46.4,46.4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03,12.1
0512910000000000030433,05129,1,29.0,29.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,104.0,0.05386005776411411,35.0,34.0,0.0,1.0,8.0,27.0,27.0,12.0,137.0,122.6,2.0,0.0,34.0,0.0,0.0,0.0,0.0,1.21,649.8
0512910000000000030434,05129,1,10.0,9.0,9.0,0.0,7.0,2.0,0.0,0.0,0.0,16.0,4.800628104375116,24.0,20.0,3.0,1.0,18.0,6.0,0.0,0.0,139.2,135.9,2.0,0.0,19.0,0.0,1.0,0.0,0.0,2.4,5.0
0512910000000000030435,05129,1,24.0,21.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,60.0,0.25083173318762514,26.0,26.0,0.0,0.0,11.0,15.0,5.0,0.0,135.3,144.2,2.0,0.0,26.0,0.0,0.0,0.0,0.0,1.08,103.7
0512910000000000030436,05129,1,39.0,35.0,35.0,1.0,33.0,1.0,0.0,0.0,0.0,103.0,1.5817419232301417,27.0,27.0,0.0,0.0,20.0,7.0,0.0,0.0,150.7,118.2,2.0,0.0,26.0,1.0,0.0,0.0,0.0,0.69,17.1
0512910000000000030438,05129,1,34.0,32.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,86.0,1.4441635254521064,36.0,35.0,0.0,0.0,19.0,17.0,16.0,16.0,128.4,105.8,2.0,0.0,34.0,1.0,0.0,0.0,0.0,1.06,24.9
0512910000000000030504,05129,1,74.0,71.0,70.0,3.0,67.0,0.0,0.0,0.0,0.0,204.0,1.191954076053164,66.0,63.0,1.0,2.0,52.0,14.0,14.0,13.0,112.9,107.2,2.0,0.0,63.0,0.0,0.0,0.0,0.0,0.89,55.4
0512910000000000030509,05129,1,30.0,29.0,29.0,0.0,27.0,2.0,0.0,0.0,0.0,112.0,1.7642684114339193,94.0,80.0,4.0,9.0,89.0,5.0,0.0,0.0,148.4,115.1,2.0,1.0,79.0,0.0,0.0,0.0,0.0,3.13,53.3
0512910000000000030511,05129,1,34.0,33.0,33.0,0.0,32.0,1.0,0.0,0.0,0.0,125.0,0.19961304316746262,36.0,35.0,1.0,0.0,25.0,11.0,10.0,2.0,134.6,121.0,2.0,0.0,35.0,0.0,0.0,0.0,0.0,1.06,180.3
0512910000000000030512,05129,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39615769426754127,8.0,6.0,1.0,1.0,4.0,4.0,0.0,0.0,149.0,128.7,2.0,0.0,5.0,1.0,0.0,0.0,0.0,,20.2
0512910000000000030516,05129,1,123.0,111.0,111.0,3.0,107.0,0.0,0.0,0.0,0.0,326.0,0.44640333833310103,66.0,66.0,0.0,0.0,50.0,16.0,4.0,4.0,137.5,108.4,2.0,0.0,66.0,0.0,0.0,0.0,0.0,0.54,147.8
0512910000000000030517,05129,1,52.0,50.0,50.0,0.0,47.0,3.0,0.0,0.0,0.0,174.0,0.3476314500835918,49.0,49.0,0.0,0.0,40.0,9.0,2.0,2.0,156.0,142.3,2.0,0.0,49.0,0.0,0.0,0.0,0.0,0.94,141.0
0512910000000000030520,05129,1,9.0,8.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,20.0,0.30823091938582975,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,116.1,112.4,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.67,19.5
0512910000000000030521,05129,1,13.0,9.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,26.0,0.29509851972764267,9.0,9.0,0.0,0.0,1.0,8.0,0.0,0.0,153.6,152.7,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.69,30.5
0512910000000000030523,05129,1,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,18.0,2.586494455176914,33.0,33.0,0.0,0.0,21.0,12.0,5.0,3.0,140.8,117.1,2.0,0.0,33.0,0.0,0.0,0.0,0.0,6.6,12.8
0512910000000000030524,05129,1,15.0,13.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,35.0,0.15250148176141887,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,191.9,167.3,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.33,32.8
0512910000000000030525,05129,1,18.0,16.0,16.0,0.0,15.0,1.0,0.0,0.0,0.0,49.0,0.08075718121096855,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,482.5,482.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06,12.4
0512910000000000030526,05129,1,6.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,16.0,0.025232767354242423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0512910000000000030527,05129,1,56.0,54.0,54.0,0.0,54.0,0.0,0.0,0.0,0.0,167.0,0.31838563144257076,23.0,22.0,1.0,0.0,23.0,0.0,0.0,0.0,139.8,102.3,2.0,0.0,22.0,0.0,0.0,0.0,0.0,0.41,72.2
0512910000000000030528,05129,1,33.0,27.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,95.0,0.12671089363114785,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,131.4,131.9,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.12,31.6
0512910000000000030529,05129,1,23.0,20.0,20.0,1.0,19.0,0.0,0.0,0.0,0.0,65.0,0.04379396625871581,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,107.8,107.8,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.09,45.7
0512910000000000030530,05129,1,32.0,29.0,29.0,0.0,28.0,0.0,1.0,0.0,0.0,84.0,0.5036723087447346,24.0,23.0,0.0,1.0,24.0,0.0,0.0,0.0,119.1,104.4,2.0,0.0,23.0,0.0,0.0,0.0,0.0,0.75,47.7
0512910000000000030531,05129,1,6.0,6.0,6.0,0.0,5.0,1.0,0.0,0.0,0.0,19.0,2.909422208186131,6.0,4.0,0.0,2.0,4.0,2.0,2.0,2.0,366.8,381.8,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.1
0512910000000000030532,05129,1,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,1.3809975944173147,3.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,848.2,848.2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.75,2.2
0512910000000000030533,05129,1,21.0,20.0,20.0,3.0,16.0,1.0,0.0,0.0,0.0,63.0,0.1305194357007999,127.0,127.0,0.0,0.0,127.0,0.0,0.0,0.0,112.4,88.6,2.0,5.0,122.0,0.0,0.0,0.0,0.0,6.05,973.0
0512910000000000030534,05129,1,29.0,30.0,28.0,7.0,21.0,0.0,0.0,0.0,0.0,86.0,0.2765953517768023,16.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,138.1,114.3,1.0,11.0,5.0,0.0,0.0,0.0,0.0,0.55,57.8
0512910000000000030608,05129,1,20.0,19.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,57.0,0.21929992579511248,28.0,26.0,2.0,0.0,21.0,7.0,3.0,0.0,136.4,133.8,2.0,0.0,26.0,0.0,0.0,0.0,0.0,1.4,127.7
0512910000000000030612,05129,1,46.0,47.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,162.0,0.3415834280128003,44.0,44.0,0.0,0.0,41.0,3.0,0.0,0.0,136.7,123.8,2.0,0.0,44.0,0.0,0.0,0.0,0.0,0.96,128.8
0512910000000000030615,05129,1,111.0,119.0,110.0,13.0,86.0,6.0,0.0,0.0,0.0,389.0,0.8863474978817738,76.0,73.0,2.0,1.0,68.0,8.0,0.0,0.0,118.9,107.5,2.0,0.0,73.0,0.0,0.0,0.0,0.0,0.68,85.7
0512910000000000030622,05129,1,64.0,58.0,57.0,0.0,57.0,0.0,0.0,0.0,0.0,118.0,0.7520854403814698,3.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,,,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05,4.0
0512910000000000030625,05129,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07706312742259804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
0512910000000000030628,05129,1,24.0,18.0,18.0,0.0,16.0,2.0,0.0,0.0,0.0,63.0,0.19910971245565953,34.0,33.0,1.0,0.0,32.0,2.0,0.0,0.0,142.3,134.8,2.0,0.0,33.0,0.0,0.0,0.0,0.0,1.42,170.8
0512910000000000030629,05129,1,41.0,40.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,130.0,0.31353406138135037,75.0,74.0,0.0,0.0,73.0,2.0,0.0,0.0,119.9,106.5,2.0,0.0,74.0,0.0,0.0,0.0,0.0,1.83,239.2
0512910000000000030631,05129,1,52.0,51.0,51.0,0.0,51.0,0.0,0.0,0.0,0.0,162.0,0.18226140741750677,76.0,74.0,2.0,0.0,76.0,0.0,0.0,0.0,116.3,97.4,2.0,4.0,70.0,0.0,0.0,0.0,0.0,1.46,417.0
0512910000000000030632,05129,1,75.0,75.0,75.0,0.0,73.0,2.0,0.0,0.0,0.0,240.0,0.45815580945272133,69.0,67.0,2.0,0.0,58.0,11.0,1.0,0.0,132.3,115.4,2.0,7.0,60.0,0.0,0.0,0.0,0.0,0.92,150.6
0512910000000000030634,05129,1,42.0,41.0,41.0,0.0,40.0,1.0,0.0,0.0,0.0,123.0,0.4367465258748414,43.0,43.0,0.0,0.0,34.0,9.0,9.0,0.0,128.3,117.0,2.0,0.0,43.0,0.0,0.0,0.0,0.0,1.02,98.5
0512910000000000030635,05129,1,114.0,116.0,114.0,1.0,111.0,2.0,0.0,0.0,0.0,372.0,0.7034651695181369,115.0,113.0,2.0,0.0,99.0,16.0,0.0,0.0,131.5,127.1,2.0,0.0,103.0,10.0,0.0,0.0,0.0,1.01,163.5
0512910000000000030636,05129,1,35.0,33.0,33.0,0.0,32.0,1.0,0.0,0.0,0.0,109.0,0.16700552932003807,22.0,22.0,0.0,0.0,13.0,9.0,0.0,0.0,146.1,145.3,2.0,0.0,22.0,0.0,0.0,0.0,0.0,0.63,131.7
0512910000000000030637,05129,1,46.0,47.0,46.0,0.0,45.0,1.0,0.0,0.0,0.0,138.0,0.39013049387321624,49.0,48.0,0.0,0.0,42.0,7.0,0.0,0.0,133.0,124.8,2.0,1.0,47.0,0.0,0.0,0.0,0.0,1.07,125.6
0512910000000000030638,05129,1,21.0,15.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,58.0,0.07819809311115354,22.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,132.1,137.1,2.0,0.0,22.0,0.0,0.0,0.0,0.0,1.05,281.3
0512910000000000030639,05129,1,29.0,29.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,94.0,0.11209966082863851,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,137.3,121.9,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.21,53.5
0512910000000000030640,05129,1,150.0,149.0,148.0,0.0,147.0,1.0,0.0,0.0,0.0,447.0,0.8463737073833406,125.0,124.0,1.0,0.0,121.0,4.0,1.0,0.0,128.2,117.2,2.0,1.0,123.0,0.0,0.0,0.0,0.0,0.83,147.7
0512910000000000030641,05129,1,4.0,4.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,14.0,8.882679099151176,9.0,5.0,3.0,0.0,6.0,3.0,0.0,0.0,122.2,61.8,2.0,1.0,4.0,0.0,0.0,0.0,0.0,2.25,1.0
0512910000000000030642,05129,1,48.0,48.0,48.0,1.0,46.0,0.0,1.0,0.0,0.0,152.0,0.4798953547678101,45.0,45.0,0.0,0.0,40.0,5.0,2.0,2.0,138.8,124.3,2.0,2.0,43.0,0.0,0.0,0.0,0.0,0.94,93.8
0512910000000000030643,05129,1,26.0,22.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,68.0,0.18030084081698283,17.0,16.0,1.0,0.0,15.0,2.0,0.0,0.0,150.8,125.7,2.0,1.0,15.0,0.0,0.0,0.0,0.0,0.65,94.3
0512910000000000030644,05129,1,43.0,40.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,117.0,0.17657286233614905,50.0,49.0,1.0,0.0,43.0,7.0,6.0,6.0,122.9,106.5,2.0,0.0,49.0,0.0,0.0,0.0,0.0,1.16,283.2
0512910000000000030701,05129,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3372692612633994,4.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,3.0
0512910000000000030702,05129,1,93.0,89.0,89.0,0.0,88.0,1.0,0.0,0.0,0.0,291.0,0.41743039654145586,100.0,98.0,1.0,1.0,74.0,26.0,0.0,0.0,163.7,136.5,2.0,3.0,95.0,0.0,0.0,0.0,0.0,1.08,239.6
0512910000000000030703,05129,1,164.0,168.0,163.0,0.0,159.0,3.0,1.0,0.0,0.0,514.0,0.5315853475759481,181.0,174.0,7.0,0.0,180.0,1.0,0.0,0.0,164.7,142.0,2.0,9.0,165.0,0.0,0.0,0.0,0.0,1.1,340.5
0512910000000000030704,05129,1,57.0,60.0,57.0,0.0,56.0,0.0,0.0,1.0,0.0,205.0,0.26779023026534754,66.0,66.0,0.0,0.0,50.0,16.0,0.0,0.0,166.7,145.8,2.0,2.0,64.0,0.0,0.0,0.0,0.0,1.16,246.5
0512910000000000030705,05129,1,54.0,49.0,49.0,0.0,48.0,1.0,0.0,0.0,0.0,137.0,0.1423570994820555,39.0,37.0,2.0,0.0,39.0,0.0,0.0,0.0,137.3,125.4,2.0,0.0,37.0,0.0,0.0,0.0,0.0,0.72,274.0
0512910000000000030706,05129,1,38.0,38.0,37.0,0.0,37.0,0.0,0.0,0.0,0.0,133.0,0.14723863659246061,46.0,44.0,2.0,0.0,46.0,0.0,0.0,0.0,158.1,162.2,2.0,0.0,44.0,0.0,0.0,0.0,0.0,1.21,312.4
0512910000000000030707,05129,1,60.0,57.0,57.0,0.0,57.0,0.0,0.0,0.0,0.0,182.0,0.1872646556405551,40.0,39.0,1.0,0.0,40.0,0.0,0.0,0.0,173.8,170.7,2.0,0.0,39.0,0.0,0.0,0.0,0.0,0.67,213.6
0512910000000000030708,05129,1,53.0,51.0,51.0,1.0,50.0,0.0,0.0,0.0,0.0,174.0,0.19557877623188905,60.0,59.0,1.0,0.0,60.0,0.0,0.0,0.0,169.9,150.1,2.0,0.0,59.0,0.0,0.0,0.0,0.0,1.13,306.8
0512910000000000030709,05129,1,119.0,121.0,118.0,0.0,116.0,1.0,0.0,0.0,0.0,402.0,0.605423779462903,117.0,114.0,1.0,0.0,109.0,8.0,0.0,0.0,188.9,161.6,2.0,0.0,114.0,0.0,0.0,0.0,0.0,0.98,193.3
0512910000000000030710,05129,1,75.0,77.0,75.0,0.0,74.0,1.0,0.0,0.0,0.0,283.0,0.2656578249270575,70.0,69.0,1.0,0.0,65.0,5.0,0.0,0.0,155.4,145.4,2.0,0.0,69.0,0.0,0.0,0.0,0.0,0.93,263.5
0512910000000000030711,05129,1,33.0,33.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,127.0,0.12344917988201264,13.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,132.0,142.8,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.39,105.3
0512910000000000030712,05129,1,46.0,44.0,44.0,0.0,41.0,3.0,0.0,0.0,0.0,138.0,0.1942624485078118,31.0,25.0,6.0,0.0,30.0,1.0,0.0,0.0,195.5,168.1,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.67,159.6
0512910000000000030713,05129,1,91.0,92.0,89.0,0.0,88.0,1.0,0.0,0.0,0.0,306.0,0.5444891637491764,119.0,112.0,6.0,1.0,119.0,0.0,0.0,0.0,171.3,147.6,2.0,0.0,112.0,0.0,0.0,0.0,0.0,1.31,218.6
0512910000000000030714,05129,1,65.0,61.0,61.0,0.0,60.0,1.0,0.0,0.0,0.0,181.0,0.6617562248498248,51.0,46.0,5.0,0.0,13.0,38.0,2.0,2.0,177.8,174.2,2.0,0.0,46.0,0.0,0.0,0.0,0.0,0.78,77.1
0512910000000000030716,05129,1,52.0,50.0,50.0,0.0,49.0,1.0,0.0,0.0,0.0,147.0,0.15674068165354993,33.0,32.0,1.0,0.0,33.0,0.0,0.0,0.0,146.7,128.3,2.0,0.0,32.0,0.0,0.0,0.0,0.0,0.63,210.5
0512910000000000030717,05129,1,41.0,45.0,41.0,0.0,40.0,1.0,0.0,0.0,0.0,142.0,0.21471789658238843,42.0,41.0,1.0,0.0,42.0,0.0,0.0,0.0,180.1,170.0,2.0,0.0,41.0,0.0,0.0,0.0,0.0,1.02,195.6
0512910000000000030718,05129,1,17.0,17.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,61.0,0.04946798803809869,20.0,18.0,2.0,0.0,14.0,6.0,0.0,0.0,153.2,137.9,2.0,0.0,18.0,0.0,0.0,0.0,0.0,1.18,404.3
0512910000000000030719,05129,1,33.0,32.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,120.0,0.10186864764879303,33.0,33.0,0.0,0.0,20.0,13.0,8.0,0.0,154.8,131.6,2.0,0.0,33.0,0.0,0.0,0.0,0.0,1.0,323.9
0512910000000000030720,05129,1,47.0,43.0,43.0,0.0,43.0,0.0,0.0,0.0,0.0,125.0,0.10796665747856987,36.0,35.0,1.0,0.0,27.0,9.0,0.0,0.0,148.0,134.5,2.0,0.0,35.0,0.0,0.0,0.0,0.0,0.77,333.4
0512910000000000030721,05129,1,27.0,27.0,27.0,0.0,26.0,1.0,0.0,0.0,0.0,90.0,0.11553095056639331,28.0,28.0,0.0,0.0,23.0,5.0,0.0,0.0,157.8,146.9,2.0,0.0,28.0,0.0,0.0,0.0,0.0,1.04,242.4
0512910000000000030722,05129,1,25.0,24.0,24.0,0.0,23.0,1.0,0.0,0.0,0.0,74.0,0.07683857682309943,23.0,23.0,0.0,0.0,18.0,5.0,0.0,0.0,169.4,164.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,0.92,299.3
0512910000000000030802,05129,1,115.0,120.0,114.0,0.0,112.0,1.0,1.0,0.0,0.0,447.0,0.7199784360519217,271.0,253.0,17.0,0.0,162.0,109.0,0.0,0.0,127.7,106.8,2.0,3.0,250.0,0.0,0.0,0.0,0.0,2.36,376.4
0512910000000000030803,05129,1,66.0,63.0,63.0,1.0,61.0,1.0,0.0,0.0,0.0,225.0,0.347946106450073,78.0,74.0,3.0,0.0,56.0,22.0,0.0,0.0,142.7,136.5,2.0,0.0,74.0,0.0,0.0,0.0,0.0,1.18,224.2
0512910000000000030807,05129,1,58.0,61.0,57.0,0.0,57.0,0.0,0.0,0.0,0.0,196.0,0.24293111170359816,58.0,56.0,2.0,0.0,47.0,11.0,0.0,0.0,147.9,131.8,2.0,0.0,56.0,0.0,0.0,0.0,0.0,1.0,238.8
0512910000000000030808,05129,1,11.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,36.0,0.06894694932360138,13.0,11.0,2.0,0.0,11.0,2.0,0.0,0.0,212.4,208.2,2.0,0.0,11.0,0.0,0.0,0.0,0.0,1.18,188.6
0512910000000000030809,05129,1,74.0,87.0,73.0,0.0,72.0,1.0,0.0,0.0,0.0,263.0,0.42666226422685377,83.0,79.0,4.0,0.0,83.0,0.0,0.0,0.0,163.3,129.5,2.0,33.0,46.0,0.0,0.0,0.0,0.0,1.12,194.5
0512910000000000030810,05129,1,85.0,88.0,83.0,25.0,54.0,2.0,0.0,2.0,0.0,271.0,0.3552162327784416,65.0,65.0,0.0,0.0,60.0,5.0,0.0,0.0,139.3,126.6,2.0,16.0,49.0,0.0,0.0,0.0,0.0,0.76,183.0
0512910000000000030811,05129,1,60.0,55.0,55.0,1.0,52.0,1.0,0.0,0.0,0.0,191.0,0.20263173144367677,68.0,67.0,1.0,0.0,41.0,27.0,26.0,0.0,123.0,107.2,2.0,13.0,54.0,0.0,0.0,0.0,0.0,1.13,335.6
0512910000000000030812,05129,1,84.0,95.0,84.0,12.0,72.0,0.0,0.0,0.0,0.0,328.0,0.29232952531074974,104.0,103.0,0.0,0.0,79.0,25.0,3.0,0.0,148.8,127.3,2.0,36.0,67.0,0.0,0.0,0.0,0.0,1.24,355.8
0512910000000000030814,05129,1,27.0,29.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,110.0,0.1449568586590365,28.0,28.0,0.0,0.0,26.0,2.0,0.0,0.0,159.6,132.2,2.0,1.0,27.0,0.0,0.0,0.0,0.0,1.04,193.2
0512910000000000030815,05129,1,31.0,30.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,100.0,0.14963962377285184,32.0,30.0,2.0,0.0,27.0,5.0,2.0,0.0,132.0,124.6,2.0,0.0,29.0,1.0,0.0,0.0,0.0,1.03,213.8
0512910000000000030816,05129,1,19.0,23.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,79.0,0.20171300998790354,24.0,24.0,0.0,0.0,16.0,8.0,8.0,0.0,164.4,156.9,2.0,0.0,24.0,0.0,0.0,0.0,0.0,1.26,119.0
0512910000000000030819,05129,1,64.0,73.0,64.0,61.0,3.0,0.0,0.0,0.0,0.0,228.0,0.25476467652541784,13.0,13.0,0.0,0.0,9.0,4.0,3.0,0.0,111.3,83.4,1.0,10.0,2.0,1.0,0.0,0.0,0.0,0.2,51.0
0512910000000000030821,05129,1,47.0,49.0,47.0,0.0,44.0,3.0,0.0,0.0,0.0,148.0,0.1835963732560562,87.0,86.0,1.0,0.0,85.0,2.0,1.0,0.0,122.0,109.1,2.0,3.0,83.0,0.0,0.0,0.0,0.0,1.85,473.9
0512910000000000030824,05129,1,45.0,42.0,42.0,1.0,41.0,0.0,0.0,0.0,0.0,145.0,0.28708456940127297,45.0,41.0,4.0,0.0,31.0,14.0,6.0,6.0,164.9,150.4,2.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0,156.7
0512910000000000030825,05129,1,29.0,29.0,27.0,0.0,26.0,1.0,0.0,0.0,0.0,82.0,0.1330102057569135,16.0,16.0,0.0,0.0,3.0,13.0,6.0,0.0,157.0,132.1,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.55,120.3
0512910000000000030827,05129,1,32.0,37.0,31.0,0.0,30.0,1.0,0.0,0.0,0.0,115.0,0.14257935764791652,33.0,33.0,0.0,0.0,28.0,5.0,5.0,0.0,146.2,128.7,2.0,0.0,33.0,0.0,0.0,0.0,0.0,1.03,231.5
0512910000000000030828,05129,1,37.0,32.0,32.0,0.0,31.0,1.0,0.0,0.0,0.0,95.0,0.10749585111647114,31.0,29.0,2.0,0.0,31.0,0.0,0.0,0.0,129.6,132.0,2.0,0.0,29.0,0.0,0.0,0.0,0.0,0.84,288.4
0512910000000000030829,05129,1,20.0,25.0,20.0,0.0,19.0,1.0,0.0,0.0,0.0,80.0,0.0783491754275062,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,158.7,158.7,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,25.5
0512910000000000040108,05129,1,138.0,129.0,129.0,0.0,129.0,0.0,0.0,0.0,0.0,423.0,0.4420516360333704,142.0,137.0,5.0,0.0,128.0,14.0,0.0,0.0,157.1,143.3,2.0,0.0,137.0,0.0,0.0,0.0,0.0,1.03,321.2
0512910000000000040109,05129,1,183.0,170.0,169.0,0.0,164.0,5.0,0.0,0.0,0.0,544.0,1.1745980613772289,176.0,172.0,4.0,0.0,136.0,40.0,9.0,0.0,145.4,129.7,2.0,0.0,172.0,0.0,0.0,0.0,0.0,0.96,149.8
0512910000000000040110,05129,1,21.0,18.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,49.0,0.35042427696315487,21.0,19.0,2.0,0.0,15.0,6.0,0.0,0.0,176.8,173.5,2.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,59.9
0512910000000000040111,05129,1,146.0,144.0,144.0,0.0,136.0,8.0,0.0,0.0,0.0,491.0,0.6075099616091921,138.0,129.0,7.0,0.0,106.0,32.0,0.0,0.0,164.7,153.8,2.0,0.0,129.0,0.0,0.0,0.0,0.0,0.95,227.2
0512910000000000040112,05129,1,27.0,27.0,27.0,1.0,25.0,1.0,0.0,0.0,0.0,89.0,0.1331209387495512,32.0,30.0,2.0,0.0,21.0,11.0,2.0,2.0,136.5,116.2,2.0,0.0,30.0,0.0,0.0,0.0,0.0,1.19,240.4
0512910000000000040115,05129,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8493701052369833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
0512910000000000040116,05129,1,119.0,98.0,98.0,0.0,97.0,1.0,0.0,0.0,0.0,326.0,0.9195726735075701,110.0,109.0,1.0,0.0,65.0,45.0,1.0,1.0,140.6,118.0,2.0,0.0,109.0,0.0,0.0,0.0,0.0,0.92,119.6
0512910000000000040117,05129,1,74.0,70.0,70.0,1.0,68.0,1.0,0.0,0.0,0.0,203.0,0.35568175538412955,43.0,41.0,2.0,0.0,10.0,33.0,9.0,0.0,147.8,131.3,2.0,0.0,41.0,0.0,0.0,0.0,0.0,0.58,120.9
0512910000000000040118,05129,1,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,0.06049114182347706,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,205.2,205.2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.4,33.1
0512910000000000040119,05129,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.725677420561894,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.8
0512910000000000040120,05129,1,37.0,35.0,35.0,1.0,34.0,0.0,0.0,0.0,0.0,99.0,0.22947612987154004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
